AreaOccupied_AreaOccupied_EVG_Tissue,AreaOccupied_AreaOccupied_Tissue,AreaOccupied_Perimeter_EVG_Tissue,AreaOccupied_Perimeter_Tissue,AreaOccupied_TotalArea_EVG_Tissue,AreaOccupied_TotalArea_Tissue,Channel_Original,Count_EVG_Tissue,Count_Tissue,ExecutionTime_01Images,ExecutionTime_02Metadata,ExecutionTime_03NamesAndTypes,ExecutionTime_04Groups,ExecutionTime_05ColorToGray,ExecutionTime_06Smooth,ExecutionTime_07ImageMath,ExecutionTime_08IdentifyPrimaryObjects,ExecutionTime_09UnmixColors,ExecutionTime_10IdentifyPrimaryObjects,ExecutionTime_11OverlayOutlines,ExecutionTime_12SaveImages,ExecutionTime_13MeasureImageAreaOccupied,FileName_Original,Frame_Original,Group_Index,Group_Length,Group_Number,Height_Original,ImageNumber,ImageSet_ImageSet,MD5Digest_Original,Mean_EVG_Tissue_Location_Center_X,Mean_EVG_Tissue_Location_Center_Y,Mean_EVG_Tissue_Location_Center_Z,Mean_Tissue_Location_Center_X,Mean_Tissue_Location_Center_Y,Mean_Tissue_Location_Center_Z,Median_EVG_Tissue_Location_Center_X,Median_EVG_Tissue_Location_Center_Y,Median_EVG_Tissue_Location_Center_Z,Median_Tissue_Location_Center_X,Median_Tissue_Location_Center_Y,Median_Tissue_Location_Center_Z,Metadata_Date,Metadata_FileLocation,Metadata_Frame,Metadata_NR,Metadata_STAIN,Metadata_Series,Metadata_T_NUMBER,Metadata_Xcoord,Metadata_Ycoord,ModuleError_01Images,ModuleError_02Metadata,ModuleError_03NamesAndTypes,ModuleError_04Groups,ModuleError_05ColorToGray,ModuleError_06Smooth,ModuleError_07ImageMath,ModuleError_08IdentifyPrimaryObjects,ModuleError_09UnmixColors,ModuleError_10IdentifyPrimaryObjects,ModuleError_11OverlayOutlines,ModuleError_12SaveImages,ModuleError_13MeasureImageAreaOccupied,PathName_Original,ProcessingStatus,Scaling_Original,Series_Original,StDev_EVG_Tissue_Location_Center_X,StDev_EVG_Tissue_Location_Center_Y,StDev_EVG_Tissue_Location_Center_Z,StDev_Tissue_Location_Center_X,StDev_Tissue_Location_Center_Y,StDev_Tissue_Location_Center_Z,Threshold_FinalThreshold_EVG_Tissue,Threshold_FinalThreshold_Tissue,Threshold_OrigThreshold_EVG_Tissue,Threshold_OrigThreshold_Tissue,Threshold_SumOfEntropies_EVG_Tissue,Threshold_SumOfEntropies_Tissue,Threshold_WeightedVariance_EVG_Tissue,Threshold_WeightedVariance_Tissue,URL_Original,Width_Original
68181.0,1728224.0,33470.0,16514.0,4000000.0,4000000.0,-2,1008.0,2.0,0.0,0.0,1.1100000000000012,0.0,0.09999999999999964,0.35000000000000053,0.0,1.0499999999999998,0.4299999999999997,1.08,0.27000000000000135,0.6600000000000001,0.20999999999999908,AE9.T02-7170.EVG.X8000.Y24000.normalized.tile.tissue.png,0,1,1,1,2000,1,b'eLvuHYzwtZNRS4RAEID/igg96pocd9ehHaF3cA9RlILXS4hunuSui6uV/76Z0bs66CKinmZYht2d+b7xlm+iMl5gSHAAU7Ohe0SXl7LwzThaW3NzCXXXKwMKpfbNXYtEAemrXSsuRQlj0Vmtevr4fbbjIiXQ+OGp5UxhgANvbPiAeI/dCEvBJb5+0+S88c1kGzxEJhUPFYtvtaAsOWTbH1lCKcE1NuuQIhkQ1J1shxvieBNCXcUHjRDNgsUaBsVaxVuIE5z4c1srFgC+2xHfmet0qmjSnD/qtst7Bsox3QmRNj27Wl3YkeNas/MZuWgnc7LRnWCQdSPSCprIwc2Ko6BoqJIF6bTvCSb3ta2YjMZ+QL7jT39kGv6BXsZIZCAhsif1+hfjDSSiVZrx394GA/q8LOPd3tEGecMKWa7HxmVix93AwYmuUf7LdzQTHC8=',557184c997430c6fa450c473e3db70a7,846.5899635806651,1116.4234432606224,0.0,1076.4286780650123,1480.0795037595572,0.0,790.9004054292261,1064.1073205401563,0.0,1076.4286780650123,1480.0795037595572,0.0,nan,file:/Users/tpeters4/Desktop/CellProfiler%20upgrade_study/EVG/summary/AE9.T02-7170.EVG.X8000.Y24000.normalized.tile.tissue.png,0,AE9,EVG,0,T02-7170,X8000,Y24000,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/tpeters4/Desktop/CellProfiler upgrade_study/EVG/summary,Done,255,0,495.54151433286927,493.45407534412874,0.0,481.48113457392077,121.1024134023537,0.0,0.53,0.165,0.011787065516839704,0.165,-11.569465479562158,-12.597590693238741,5.572888613799911,1.1809218814713358,file:/Users/tpeters4/Desktop/CellProfiler%20upgrade_study/EVG/summary/AE9.T02-7170.EVG.X8000.Y24000.normalized.tile.tissue.png,2000
